File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	EntrezIDs
ENCFF342QUN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR597VGC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ETV6-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF306HMU/, /files/ENCFF526WYZ/, /files/ENCFF530IRO/, /files/ENCFF783FZL/	58116	ENCODE Processing Pipeline	2e6f32ebe8163bb5b7eeebc38f8df347		https://www.encodeproject.org/files/ENCFF342QUN/@@download/ENCFF342QUN.bed.gz				released	s3://encode-public/2020/12/03/543edd9b-693c-40b9-b538-67a596456d9e/ENCFF342QUN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, moderate library complexity			2120
ENCFF459DPT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR124AIG	TF ChIP-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens										FOS-human	DNA						2016-12-19	ENCODE			150-350	1, 2	1_1, 2_1							/files/ENCFF689THF/, /files/ENCFF356LFX/, /files/ENCFF793CDU/, /files/ENCFF909NAA/, /files/ENCFF561VUD/	572870	ENCODE Processing Pipeline	de8444556ab691b31feb13931dcf998a		https://www.encodeproject.org/files/ENCFF459DPT/@@download/ENCFF459DPT.bed.gz				released	s3://encode-public/2020/12/01/fa7c0afc-9bf4-4021-877f-c00ee40ce4f4/ENCFF459DPT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length			2353
ENCFF675ARG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNT	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										ZZZ3-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF152EAF/, /files/ENCFF374OBP/, /files/ENCFF719MUI/, /files/ENCFF356LFX/	6549	ENCODE Processing Pipeline	07f309087dce974b8ea10d2f06439ac7		https://www.encodeproject.org/files/ENCFF675ARG/@@download/ENCFF675ARG.bed.gz				released	s3://encode-public/2020/12/11/303d4e06-419a-436a-b024-d78dc68fa84b/ENCFF675ARG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, low read length			26009
ENCFF059SDM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DVH	TF ChIP-seq	/human-donors/ENCDO810BYC/	CL:0002518	kidney epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF017UXM/, /files/ENCFF399UQM/, /files/ENCFF356LFX/, /files/ENCFF569ZEG/	723400	ENCODE Processing Pipeline	6ae49cd37b9bea5ef6efc457d99f402f		https://www.encodeproject.org/files/ENCFF059SDM/@@download/ENCFF059SDM.bed.gz				released	s3://encode-public/2020/09/25/3c64ff15-f86e-462d-80c0-4b3cde3bf2b8/ENCFF059SDM.bed.gz	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, low read length, control low read depth, moderate library complexity, mild to moderate bottlenecking	poor library complexity, insufficient read depth, severe bottlenecking		10664
ENCFF341YAZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBC	TF ChIP-seq	/human-donors/ENCDO000ACI/	EFO:0005349	GM18951	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4	1_1, 2_1, 3_1, 4_1							/files/ENCFF379YYP/, /files/ENCFF476ZBD/, /files/ENCFF174MCQ/, /files/ENCFF083GTR/, /files/ENCFF280TVR/, /files/ENCFF356LFX/	531417	ENCODE Processing Pipeline	375c3b33d8ead62ffcc18b10cc2c1a61		https://www.encodeproject.org/files/ENCFF341YAZ/@@download/ENCFF341YAZ.bed.gz				released	s3://encode-public/2020/12/10/9a3aca85-59e3-4029-be57-3fa0f4208743/ENCFF341YAZ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking	insufficient read length, insufficient read depth	extremely low read depth	5430
ENCFF963FVR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSD	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										CEBPB-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF473QXO/, /files/ENCFF901MDN/, /files/ENCFF943ATG/, /files/ENCFF790YEB/	319264	ENCODE Processing Pipeline	32d02c70bc1c1c193e66b59dff7b4719		https://www.encodeproject.org/files/ENCFF963FVR/@@download/ENCFF963FVR.bed.gz				released	s3://encode-public/2020/12/12/20b2f99e-c8ab-4361-a5fa-1e46e925d1f1/ENCFF963FVR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth			1051
ENCFF721TNS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBX	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BRCA1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF628PHE/, /files/ENCFF356LFX/, /files/ENCFF472OFH/	37451	ENCODE Processing Pipeline	7094f35bc7aa34ed12846c2115f2bfa9		https://www.encodeproject.org/files/ENCFF721TNS/@@download/ENCFF721TNS.bed.gz				released	s3://encode-public/2020/12/11/fd29f78b-1de5-4a45-823d-e8dde1e70590/ENCFF721TNS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, improper control_type of control experiment			672
ENCFF189UXQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR659SCK	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TOE1-human	DNA						2017-06-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF300OFK/, /files/ENCFF665KHZ/, /files/ENCFF427KFA/, /files/ENCFF058VRY/, /files/ENCFF356LFX/	63329	ENCODE Processing Pipeline	234a669085679080314d2feefd9d2b40		https://www.encodeproject.org/files/ENCFF189UXQ/@@download/ENCFF189UXQ.bed.gz				released	s3://encode-public/2020/12/03/ab800212-a9b5-43f5-a58c-121f6ba1a8d8/ENCFF189UXQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, antibody characterized with exemption			114034
ENCFF995QMN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDH	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF443SAU/, /files/ENCFF042ZAF/, /files/ENCFF356LFX/, /files/ENCFF989ZLF/	590802	ENCODE Processing Pipeline	602c632621c5d88204d8747678ea0b83		https://www.encodeproject.org/files/ENCFF995QMN/@@download/ENCFF995QMN.bed.gz				released	s3://encode-public/2020/12/12/0cb11879-e088-42fe-9ae9-3dd7b347b7d2/ENCFF995QMN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, moderate library complexity	insufficient read length, insufficient read depth		3727
ENCFF154RAJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR725VFL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF12-human	DNA						2017-06-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF377KFK/, /files/ENCFF232AKP/, /files/ENCFF781YRX/, /files/ENCFF275DGB/, /files/ENCFF356LFX/	257836	ENCODE Processing Pipeline	c46c6f68563dc5b4200fa4a65c3178bb		https://www.encodeproject.org/files/ENCFF154RAJ/@@download/ENCFF154RAJ.bed.gz				released	s3://encode-public/2020/12/02/e16df952-ccf1-4711-b832-c3e4ba41a40d/ENCFF154RAJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			6938
ENCFF008LFE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BVJ	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										TEAD4-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF790YEB/, /files/ENCFF520EON/, /files/ENCFF391WGH/, /files/ENCFF943ATG/, /files/ENCFF356LFX/	124335	ENCODE Processing Pipeline	4600791aa1f5b9008a1f88fca7122632		https://www.encodeproject.org/files/ENCFF008LFE/@@download/ENCFF008LFE.bed.gz				released	s3://encode-public/2020/12/11/30bb0ecb-a5e3-4814-9dcf-bcb2ea13fa74/ENCFF008LFE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth			7004
ENCFF723DCX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DPF	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF179MPD/, /files/ENCFF643VXH/, /files/ENCFF613DPV/	813195	ENCODE Processing Pipeline	bcfeaeafb5dd12b641861a479aad1e2b		https://www.encodeproject.org/files/ENCFF723DCX/@@download/ENCFF723DCX.bed.gz				released	s3://encode-public/2020/09/26/6fe2a847-9e7a-4a39-ac17-c8975f2aac9a/ENCFF723DCX.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth, low read length, control low read depth, moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	poor library complexity, severe bottlenecking	extremely low read depth	10664
ENCFF138MYA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										GTF2F1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF588FMG/, /files/ENCFF972YCC/, /files/ENCFF356LFX/, /files/ENCFF559AEB/	73621	ENCODE Processing Pipeline	f1ebdce5df107000e0153faf65aa67c6		https://www.encodeproject.org/files/ENCFF138MYA/@@download/ENCFF138MYA.bed.gz				released	s3://encode-public/2020/12/10/88d21e78-3ba0-47c9-b155-6a90e16207ab/ENCFF138MYA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment			2962
ENCFF322DAE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF069GAM/, /files/ENCFF102CMM/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	613359	ENCODE Processing Pipeline	6185fc7b7eef226c95744779b6ed977e		https://www.encodeproject.org/files/ENCFF322DAE/@@download/ENCFF322DAE.bed.gz				released	s3://encode-public/2020/12/11/62d5d26c-04d6-4264-a534-b56e73d0f557/ENCFF322DAE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length			5430
ENCFF715QJD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR444LIN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TCF7-human	DNA						2016-08-10	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF159DIX/, /files/ENCFF707BSH/, /files/ENCFF224FQF/, /files/ENCFF692ZQU/	344521	ENCODE Processing Pipeline	1306d1d3f3ba80414434d7869c220123		https://www.encodeproject.org/files/ENCFF715QJD/@@download/ENCFF715QJD.bed.gz				released	s3://encode-public/2021/02/04/30af2c02-21f3-4744-b25f-f92b3350b369/ENCFF715QJD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, antibody characterized with exemption			6932
ENCFF253UAA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDL	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										SMARCC2-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF022SZY/, /files/ENCFF356LFX/, /files/ENCFF202ILI/, /files/ENCFF485JQN/, /files/ENCFF191JJZ/, /files/ENCFF439SBY/	73709	ENCODE Processing Pipeline	9e2e8f95e91a1945c624b08921e6e054		https://www.encodeproject.org/files/ENCFF253UAA/@@download/ENCFF253UAA.bed.gz				released	s3://encode-public/2020/12/10/edcce2b7-12a9-4576-8a20-08cf4cbe8b27/ENCFF253UAA.bed.gz	ENCODE4 v1.6.1 GRCh38	released		insufficient read length, insufficient read depth		6601
ENCFF479HJF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR841NDX	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF041QIN/, /files/ENCFF232AKP/, /files/ENCFF356LFX/, /files/ENCFF377KFK/, /files/ENCFF290PIQ/	616239	ENCODE Processing Pipeline	f169d9998ed1995c7bfcead7633ada75		https://www.encodeproject.org/files/ENCFF479HJF/@@download/ENCFF479HJF.bed.gz				released	s3://encode-public/2020/12/01/d7c5e02c-69ad-490e-8d89-84194d81d0ed/ENCFF479HJF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			1997
ENCFF510ZBJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR173ZVL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF592-human	DNA						2017-06-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF831HFY/, /files/ENCFF110PUQ/, /files/ENCFF232AKP/, /files/ENCFF377KFK/, /files/ENCFF356LFX/	166418	ENCODE Processing Pipeline	959c6fcbb13ccf10bdeaa2bf73e768c1		https://www.encodeproject.org/files/ENCFF510ZBJ/@@download/ENCFF510ZBJ.bed.gz				released	s3://encode-public/2021/02/04/0943bb96-bf6f-47ce-89f2-4dfcf4686632/ENCFF510ZBJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			9640
ENCFF307UZC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR099MNR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF75A-human/				ZNF75A-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF955ANW/, /files/ENCFF931ERQ/, /files/ENCFF356LFX/, /files/ENCFF174OKT/	74118	ENCODE Processing Pipeline	aa09a723f3ab1f0ea199a6174d3dcd69		https://www.encodeproject.org/files/ENCFF307UZC/@@download/ENCFF307UZC.bed.gz				released	s3://encode-public/2020/07/01/6e328f4c-6179-4a7d-a5f8-f60c9e5d2fd0/ENCFF307UZC.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		missing compliant biosample characterization	7627
ENCFF679GGX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKZ	TF ChIP-seq	/human-donors/ENCDO000ACB/	EFO:0005345	GM13976	cell line	Homo sapiens										CTCF-human	DNA						2012-08-27	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF122PIZ/, /files/ENCFF356LFX/, /files/ENCFF972XEZ/, /files/ENCFF835JQB/	531035	ENCODE Processing Pipeline	654df431e4a1d6bf4c9cee20a3336eb7		https://www.encodeproject.org/files/ENCFF679GGX/@@download/ENCFF679GGX.bed.gz				released	s3://encode-public/2020/09/26/452820e1-41e7-4e54-b4b9-2762d0165ee4/ENCFF679GGX.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance	insufficient read depth	control extremely low read depth, extremely low read depth, missing control alignments	10664
ENCFF758UYX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR101FJS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TBL1XR1-human	DNA						2014-07-07	ENCODE		see document	150-350	1, 2	1_1, 2_1							/files/ENCFF194DAW/, /files/ENCFF958XVX/, /files/ENCFF415UFS/, /files/ENCFF356LFX/, /files/ENCFF548TWG/	178751	ENCODE Processing Pipeline	785bf87cbb829505d6a559a95c08e408		https://www.encodeproject.org/files/ENCFF758UYX/@@download/ENCFF758UYX.bed.gz				released	s3://encode-public/2020/12/01/8e8c282e-5b16-4597-8d2c-263156555b7b/ENCFF758UYX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, borderline replicate concordance	partially characterized antibody		79718
ENCFF235UTX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DMT	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										POLR2A-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF797MVP/, /files/ENCFF819AYS/, /files/ENCFF696WBM/, /files/ENCFF356LFX/	394742	ENCODE Processing Pipeline	55759d4e2905e33bf7d56d0be9823916		https://www.encodeproject.org/files/ENCFF235UTX/@@download/ENCFF235UTX.bed.gz				released	s3://encode-public/2020/12/26/676ddbab-4f35-4a6a-8565-3df0d7e27cba/ENCFF235UTX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length			5430
ENCFF235ROG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF319EON/, /files/ENCFF086CKT/, /files/ENCFF356LFX/	644017	ENCODE Processing Pipeline	8c1f11a803d272d81f3f1c241b274e37		https://www.encodeproject.org/files/ENCFF235ROG/@@download/ENCFF235ROG.bed.gz				released	s3://encode-public/2021/01/05/dcd42c40-5833-434c-9ca5-2b099eb02087/ENCFF235ROG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment			7702
ENCFF825TEN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DVP	TF ChIP-seq	/human-donors/ENCDO342AAA/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF191YYG/, /files/ENCFF693HPH/, /files/ENCFF880PBW/	638231	ENCODE Processing Pipeline	dd2ab90ae8587819416a4d7c36dc20a2		https://www.encodeproject.org/files/ENCFF825TEN/@@download/ENCFF825TEN.bed.gz				released	s3://encode-public/2020/09/25/d5517cf6-ee5b-422d-a11c-c49c63f2f19b/ENCFF825TEN.bed.gz	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth	extremely low read depth	10664
ENCFF902BKY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										HDAC2-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF690XWY/, /files/ENCFF459YUC/, /files/ENCFF285GKD/, /files/ENCFF107ECS/, /files/ENCFF356LFX/	444558	ENCODE Processing Pipeline	b8658c9666aa4b2cdfd92baf69ca2fd0		https://www.encodeproject.org/files/ENCFF902BKY/@@download/ENCFF902BKY.bed.gz				released	s3://encode-public/2020/12/11/57a95cd7-4991-4213-a657-f716bb115390/ENCFF902BKY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance			3066
ENCFF901WRI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DSU	TF ChIP-seq	/human-donors/ENCDO224AAA/	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF070CGS/, /files/ENCFF356LFX/, /files/ENCFF916ZYU/, /files/ENCFF118ICN/	780490	ENCODE Processing Pipeline	3dc5e7d20270e21dbc886cb5df402ccd		https://www.encodeproject.org/files/ENCFF901WRI/@@download/ENCFF901WRI.bed.gz				released	s3://encode-public/2020/09/26/ec581f49-a9fc-4648-ad5c-81acd1d1e943/ENCFF901WRI.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth, inconsistent platforms, mild to moderate bottlenecking, low read length			10664
ENCFF684BIN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SUPT20H-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF658PBP/, /files/ENCFF356LFX/, /files/ENCFF359GVP/, /files/ENCFF345ORP/	793	ENCODE Processing Pipeline	09fb08afc2c542a08b2225fc2cbd58d0		https://www.encodeproject.org/files/ENCFF684BIN/@@download/ENCFF684BIN.bed.gz				released	s3://encode-public/2021/01/02/b4e1ecb1-90e6-4557-ba0c-bad1b0f05c9c/ENCFF684BIN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	control insufficient read depth		55578
ENCFF475GKK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRH	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MTA3-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF326TKN/, /files/ENCFF691UEA/, /files/ENCFF097QFS/, /files/ENCFF305BPN/, /files/ENCFF339NUH/, /files/ENCFF356LFX/	269976	ENCODE Processing Pipeline	31bc6965af1756dc68d0c085acf9d909		https://www.encodeproject.org/files/ENCFF475GKK/@@download/ENCFF475GKK.bed.gz				released	s3://encode-public/2020/12/28/ab2127ed-66bf-40ca-8f47-ad247919e56b/ENCFF475GKK.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, borderline replicate concordance			57504
ENCFF425IRA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECK	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFK-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF989ZLF/, /files/ENCFF200BSA/, /files/ENCFF533LDY/, /files/ENCFF356LFX/	269451	ENCODE Processing Pipeline	18673566356bdae515a0f4562abcacdf		https://www.encodeproject.org/files/ENCFF425IRA/@@download/ENCFF425IRA.bed.gz				released	s3://encode-public/2020/12/12/65173126-c31b-44d3-a56a-68af14a55bdc/ENCFF425IRA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment			7975
ENCFF887ZDT	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR236JZN	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF586-human/				ZNF586-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF889KOP/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF676JZX/	32026	ENCODE Processing Pipeline	9f3dda7582266b9eb8fce327af8ba2d9		https://www.encodeproject.org/files/ENCFF887ZDT/@@download/ENCFF887ZDT.bed.gz				released	s3://encode-public/2020/07/04/1c9d6e07-7c6f-47d5-83ca-2a76480dfcf5/ENCFF887ZDT.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			54807
